N,P,K,temperature,humidity,ph,rainfall,label
93.23,28.47,29.99,24.87,60.81,7.06,165.88,coffee
99.03,32.14,28.08,25.22,59.2,6.38,148.58,coffee
83.4,37.06,28.13,27.48,60.15,6.92,147.11,coffee
101.66,30.75,31.33,26.47,58.53,6.61,123.62,coffee
104.19,32.91,33.23,25.88,56.93,6.24,179.64,coffee
85.63,25.8,29.55,25.41,60.14,6.79,106.17,coffee
100.12,16.35,31.46,24.81,51.37,6.51,145.39,coffee
109.53,28.48,30.69,26.98,59.62,6.98,172.03,coffee
89.71,34.86,27.16,26.65,53.93,6.93,197.07,coffee
98.3,26.22,31.22,25.09,67.27,6.81,150.7,coffee
95.68,22.84,28.74,25.06,58.05,6.55,202.1,coffee
91.76,28.23,31.19,26.29,59.77,6.68,167.1,coffee
102.13,26.21,26.88,24.92,55.41,6.55,158.21,coffee
102.87,36.4,28.93,26.47,61.22,7.14,169.74,coffee
91.93,18.88,30.62,24.84,56.08,6.37,160.92,coffee
112.06,25.46,31.18,25.37,54.84,6.97,134.24,coffee
100.17,25.79,31.79,24.18,61.56,6.5,146.64,coffee
70.92,37.96,31.1,24.54,55.5,6.6,172.73,coffee
84.86,26.79,33.54,24.08,60.32,7.41,170.93,coffee
101.01,30.03,29.2,27.12,58.4,6.16,149.18,coffee
92.27,26.09,29.48,27.0,62.78,6.83,157.44,coffee
91.53,16.59,30.23,26.49,59.57,6.59,167.37,coffee
99.33,35.93,32.47,26.7,63.03,6.36,171.59,coffee
103.01,30.53,30.99,26.07,70.8,6.73,177.4,coffee
96.23,31.45,31.88,25.96,66.68,6.48,147.15,coffee
101.7,31.9,30.36,27.11,57.35,6.41,164.05,coffee
99.38,30.21,29.95,25.07,59.7,6.76,151.02,coffee
98.37,25.48,31.71,25.74,69.03,6.8,145.79,coffee
121.37,29.57,31.98,26.24,62.49,6.91,134.08,coffee
102.94,20.88,29.65,24.59,61.43,6.85,167.72,coffee
102.3,24.47,29.48,26.65,64.27,6.41,124.97,coffee
94.18,32.73,32.43,24.34,61.23,7.3,166.33,coffee
111.37,32.49,28.18,25.26,60.14,6.78,176.97,coffee
103.27,12.82,27.37,22.77,60.7,6.82,163.52,coffee
92.33,30.87,31.43,23.93,54.14,6.75,195.58,coffee
113.6,30.32,28.54,26.61,58.19,6.52,111.94,coffee
100.82,24.35,30.19,22.63,60.68,6.02,180.62,coffee
104.18,26.11,31.13,24.28,60.29,6.99,91.75,coffee
96.42,27.39,29.61,27.32,55.5,6.56,116.79,coffee
112.08,26.27,29.12,25.43,62.54,6.85,213.77,coffee
103.63,25.17,28.88,25.01,53.99,6.76,174.15,coffee
95.09,23.46,33.03,23.72,51.73,6.4,124.77,coffee
103.09,25.7,29.56,26.94,57.23,6.98,189.62,coffee
96.35,31.19,29.52,26.66,53.71,6.26,149.19,coffee
92.89,24.92,29.56,26.4,58.37,6.5,150.03,coffee
93.85,22.83,26.77,25.59,57.73,7.04,126.74,coffee
95.66,36.56,28.12,25.2,55.14,6.35,190.38,coffee
101.37,28.17,26.61,25.95,64.63,7.09,171.7,coffee
90.96,29.07,31.34,23.26,55.51,7.02,176.12,coffee
87.61,31.48,30.19,26.48,57.46,6.94,175.43,coffee
97.19,27.59,28.7,27.56,59.52,6.47,142.29,coffee
